Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2692,23970,Male,disloyal Customer,23,Business travel,Eco,596,0,0,1,4,3,1,3,3,5,2,4,3,5,3,0,0.0,satisfied
42151,43034,Female,Loyal Customer,36,Business travel,Business,3624,5,5,5,5,1,3,5,4,4,4,4,3,4,5,0,0.0,satisfied
504,2671,Female,Loyal Customer,8,Personal Travel,Eco,597,4,4,4,2,2,4,2,2,5,4,5,4,4,2,0,6.0,neutral or dissatisfied
17412,45643,Male,Loyal Customer,27,Personal Travel,Eco,230,4,1,4,3,4,4,4,4,1,1,4,2,3,4,20,13.0,neutral or dissatisfied
39073,90144,Female,Loyal Customer,33,Business travel,Business,3348,4,4,4,4,5,5,1,5,5,5,5,3,5,1,0,0.0,satisfied
35035,87780,Male,Loyal Customer,45,Business travel,Business,2101,4,4,4,4,3,5,4,4,4,4,5,3,4,5,0,0.0,satisfied
85313,76640,Male,Loyal Customer,67,Personal Travel,Eco,481,3,4,3,4,5,3,5,5,4,3,5,2,2,5,15,8.0,neutral or dissatisfied
77351,63741,Male,Loyal Customer,35,Personal Travel,Eco,1660,3,5,4,5,5,4,5,5,5,5,4,5,4,5,33,18.0,neutral or dissatisfied
21657,54239,Male,Loyal Customer,41,Business travel,Business,3299,2,5,5,5,4,3,3,2,2,2,2,3,2,2,0,5.0,neutral or dissatisfied
70761,75338,Female,Loyal Customer,58,Personal Travel,Eco,2615,3,5,3,4,3,3,2,4,3,3,4,2,5,2,0,0.0,neutral or dissatisfied
3972,113997,Male,Loyal Customer,39,Business travel,Eco,228,4,4,2,4,4,4,4,4,1,5,4,5,5,4,0,0.0,satisfied
30711,102719,Male,Loyal Customer,29,Personal Travel,Eco,255,2,4,2,4,4,2,4,4,3,3,3,2,4,4,0,0.0,neutral or dissatisfied
1921,52120,Female,Loyal Customer,23,Business travel,Eco Plus,438,4,5,5,5,4,4,5,4,5,3,4,3,2,4,0,2.0,satisfied
16458,100079,Female,Loyal Customer,36,Business travel,Eco Plus,277,1,4,4,4,1,1,1,1,1,3,3,1,4,1,8,16.0,neutral or dissatisfied
5178,81253,Male,Loyal Customer,58,Business travel,Business,2671,2,2,2,2,3,5,4,4,4,5,4,3,4,3,0,0.0,satisfied
61700,12436,Male,Loyal Customer,38,Personal Travel,Eco,253,3,4,3,5,4,3,4,4,4,1,1,1,3,4,0,3.0,neutral or dissatisfied
7233,38274,Female,Loyal Customer,68,Personal Travel,Eco,1111,2,5,2,2,2,5,5,5,5,2,5,4,5,5,37,29.0,neutral or dissatisfied
35902,52471,Female,Loyal Customer,40,Personal Travel,Eco Plus,261,2,4,0,3,4,0,4,4,5,3,3,4,5,4,0,0.0,neutral or dissatisfied
1852,515,Male,disloyal Customer,21,Business travel,Business,89,4,0,5,1,3,5,3,3,4,4,5,5,4,3,0,0.0,satisfied
20504,17523,Male,Loyal Customer,29,Personal Travel,Eco,352,1,5,1,5,3,1,1,3,3,3,5,4,5,3,77,70.0,neutral or dissatisfied
52457,115780,Female,Loyal Customer,41,Business travel,Business,3729,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
40850,3345,Male,disloyal Customer,38,Business travel,Business,296,3,3,3,4,3,3,2,3,5,4,4,4,4,3,0,0.0,neutral or dissatisfied
80582,64533,Male,Loyal Customer,55,Business travel,Business,247,0,0,0,2,4,5,4,4,4,2,2,4,4,5,0,0.0,satisfied
9427,9096,Female,Loyal Customer,63,Personal Travel,Eco Plus,212,1,2,1,4,2,3,3,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
46486,129488,Female,disloyal Customer,15,Personal Travel,Eco,2704,1,0,1,4,1,1,1,1,5,3,5,5,5,1,0,0.0,neutral or dissatisfied
17218,83512,Female,Loyal Customer,10,Personal Travel,Eco,946,1,4,1,3,1,2,2,3,2,1,5,2,1,2,313,327.0,neutral or dissatisfied
85226,117103,Female,Loyal Customer,35,Business travel,Eco,370,1,5,5,5,1,1,1,1,3,4,4,2,4,1,17,14.0,neutral or dissatisfied
18290,64045,Female,Loyal Customer,22,Business travel,Business,3933,1,1,2,1,4,4,4,4,4,2,4,5,4,4,0,0.0,satisfied
55014,95509,Female,Loyal Customer,33,Business travel,Eco Plus,189,1,4,4,4,1,2,1,1,1,3,4,3,4,1,45,40.0,neutral or dissatisfied
45560,97746,Female,Loyal Customer,38,Business travel,Business,787,2,2,2,2,4,4,3,2,2,2,2,2,2,4,51,53.0,neutral or dissatisfied
56465,5247,Male,disloyal Customer,25,Business travel,Eco,383,1,3,1,2,3,1,3,3,4,5,3,2,2,3,12,12.0,neutral or dissatisfied
56418,46541,Male,Loyal Customer,70,Business travel,Business,3490,2,2,2,2,1,3,1,4,4,4,4,1,4,4,23,25.0,satisfied
24109,17110,Male,Loyal Customer,34,Personal Travel,Eco,416,4,1,4,3,3,4,3,3,4,2,3,2,3,3,0,0.0,neutral or dissatisfied
16237,23326,Male,disloyal Customer,39,Business travel,Eco,579,3,0,3,3,1,3,1,1,2,3,3,2,5,1,7,1.0,neutral or dissatisfied
35754,110632,Female,Loyal Customer,55,Personal Travel,Eco,719,2,4,2,2,3,5,4,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
49316,8856,Female,Loyal Customer,59,Business travel,Business,2222,5,2,5,5,5,4,5,3,3,4,3,4,3,3,0,0.0,satisfied
78473,98968,Female,Loyal Customer,66,Business travel,Business,2286,2,4,4,4,3,4,4,2,2,2,2,2,2,3,53,37.0,neutral or dissatisfied
27872,107594,Male,disloyal Customer,23,Business travel,Eco,423,3,4,3,2,4,3,4,4,5,5,4,3,5,4,38,32.0,neutral or dissatisfied
100817,127038,Male,disloyal Customer,20,Business travel,Eco,304,4,3,4,5,4,4,4,4,3,2,5,5,4,4,0,0.0,satisfied
61681,18673,Male,Loyal Customer,23,Personal Travel,Eco,201,3,3,3,3,5,3,5,5,2,1,3,1,4,5,0,0.0,neutral or dissatisfied
56139,5626,Female,Loyal Customer,44,Personal Travel,Eco,685,3,5,3,4,3,4,5,2,2,3,4,5,2,3,18,23.0,neutral or dissatisfied
6678,58116,Male,Loyal Customer,43,Personal Travel,Eco,612,3,2,3,4,4,3,4,4,2,5,4,3,4,4,16,2.0,neutral or dissatisfied
9829,113276,Male,Loyal Customer,37,Business travel,Business,3424,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,7.0,satisfied
37029,47221,Female,Loyal Customer,23,Personal Travel,Eco,748,3,4,3,4,4,3,4,4,3,2,4,2,3,4,10,0.0,neutral or dissatisfied
98044,108697,Male,Loyal Customer,41,Personal Travel,Eco,577,3,4,3,3,2,3,2,2,5,4,5,5,5,2,67,64.0,neutral or dissatisfied
36873,11913,Male,Loyal Customer,69,Personal Travel,Eco,744,1,1,1,4,5,1,5,5,1,2,3,1,4,5,0,0.0,neutral or dissatisfied
90630,21631,Male,Loyal Customer,14,Personal Travel,Eco,780,5,2,5,4,3,5,3,3,1,1,4,2,3,3,31,24.0,satisfied
31782,64284,Female,disloyal Customer,26,Business travel,Business,1192,1,1,1,3,1,1,1,1,4,5,4,4,5,1,0,0.0,neutral or dissatisfied
85376,124109,Male,Loyal Customer,35,Business travel,Business,3410,5,2,5,5,3,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
28754,37726,Male,Loyal Customer,28,Personal Travel,Eco,1069,1,5,1,1,3,1,3,3,3,4,4,4,4,3,6,0.0,neutral or dissatisfied
72993,110436,Female,Loyal Customer,11,Personal Travel,Eco,663,3,1,3,3,2,3,2,2,2,3,2,2,4,2,0,0.0,neutral or dissatisfied
100573,123436,Female,Loyal Customer,45,Business travel,Business,2296,3,3,3,3,2,2,2,5,5,5,5,2,3,2,0,4.0,satisfied
47610,77963,Male,Loyal Customer,26,Business travel,Business,214,1,1,1,1,4,4,5,4,3,4,5,3,4,4,0,0.0,satisfied
6048,33488,Female,Loyal Customer,50,Business travel,Business,1930,1,4,2,4,1,4,4,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
41197,96745,Female,Loyal Customer,50,Personal Travel,Eco Plus,813,2,4,2,3,5,3,3,3,3,2,3,3,3,3,4,0.0,neutral or dissatisfied
47989,125062,Female,Loyal Customer,46,Business travel,Business,1935,2,2,2,2,5,4,4,5,5,5,4,3,5,3,0,0.0,satisfied
60403,96278,Male,disloyal Customer,69,Personal Travel,Eco,666,2,3,2,4,4,2,4,4,3,2,2,2,4,4,7,0.0,neutral or dissatisfied
35396,25765,Female,Loyal Customer,43,Business travel,Eco Plus,356,2,2,2,2,2,4,4,2,2,2,2,3,2,2,6,0.0,neutral or dissatisfied
85447,51069,Female,Loyal Customer,30,Personal Travel,Eco,308,3,5,3,3,2,3,2,2,5,2,5,3,4,2,0,8.0,neutral or dissatisfied
36752,91599,Male,Loyal Customer,47,Business travel,Business,1340,4,4,4,4,3,4,5,3,3,3,3,5,3,3,65,63.0,satisfied
25831,1481,Male,Loyal Customer,61,Personal Travel,Business,737,2,4,2,2,3,5,4,4,4,2,4,5,4,4,44,53.0,neutral or dissatisfied
46336,7385,Female,Loyal Customer,35,Business travel,Business,3485,3,3,5,3,5,5,5,4,4,4,4,4,4,3,11,14.0,satisfied
6312,129405,Female,disloyal Customer,38,Business travel,Business,414,5,5,5,4,2,5,2,2,3,5,5,3,4,2,0,0.0,satisfied
33462,84168,Female,disloyal Customer,32,Business travel,Business,231,4,4,4,3,4,4,2,4,4,2,5,3,4,4,0,0.0,neutral or dissatisfied
67858,99137,Male,Loyal Customer,14,Personal Travel,Eco,181,1,5,0,2,2,0,3,2,5,2,5,4,4,2,14,12.0,neutral or dissatisfied
59469,108914,Male,Loyal Customer,17,Business travel,Eco,1183,2,4,4,4,2,1,3,2,4,5,4,2,3,2,19,25.0,neutral or dissatisfied
33560,99164,Female,Loyal Customer,22,Business travel,Eco,1076,3,4,4,4,3,2,1,3,4,3,3,4,3,3,15,13.0,neutral or dissatisfied
78232,118334,Female,Loyal Customer,26,Business travel,Business,2791,3,4,3,3,5,4,5,5,5,3,5,5,4,5,0,0.0,satisfied
47787,106415,Male,Loyal Customer,20,Personal Travel,Eco,674,5,4,5,4,5,5,3,5,5,5,4,5,4,5,15,5.0,satisfied
71335,9568,Female,Loyal Customer,66,Business travel,Business,288,2,2,2,2,5,3,3,2,2,2,2,2,2,4,0,22.0,neutral or dissatisfied
14041,63021,Female,Loyal Customer,30,Business travel,Business,967,1,1,1,1,4,5,4,4,5,3,5,5,5,4,2,0.0,satisfied
31087,82432,Female,Loyal Customer,43,Business travel,Business,1651,4,4,4,4,5,4,5,4,4,4,4,4,4,4,9,16.0,satisfied
16133,101866,Female,Loyal Customer,55,Business travel,Business,1747,2,2,2,2,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
74248,107346,Male,Loyal Customer,51,Business travel,Business,3733,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
64825,126311,Female,Loyal Customer,25,Personal Travel,Eco,590,3,4,3,3,4,3,1,4,4,5,4,4,4,4,0,0.0,neutral or dissatisfied
85486,50513,Female,Loyal Customer,21,Personal Travel,Eco,326,5,5,5,3,4,5,4,4,4,5,2,3,2,4,0,0.0,satisfied
43523,77305,Male,Loyal Customer,43,Business travel,Business,2646,3,3,3,3,3,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
48690,2773,Female,Loyal Customer,45,Business travel,Business,3784,2,2,2,2,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
31423,100125,Male,Loyal Customer,57,Business travel,Business,1763,1,1,1,1,3,5,4,3,3,3,3,5,3,3,0,0.0,satisfied
33629,28754,Female,Loyal Customer,28,Business travel,Eco,1024,5,3,3,3,5,5,5,5,2,4,2,3,4,5,0,0.0,satisfied
66548,101680,Male,Loyal Customer,33,Business travel,Business,1500,3,3,3,3,5,4,5,5,5,5,5,5,5,5,20,0.0,satisfied
15900,78429,Female,disloyal Customer,21,Business travel,Business,666,4,4,4,1,2,4,2,2,4,5,5,3,4,2,0,23.0,satisfied
676,77532,Male,Loyal Customer,11,Personal Travel,Eco,1310,3,4,4,3,5,4,3,5,4,3,4,3,5,5,24,12.0,neutral or dissatisfied
29458,57320,Male,disloyal Customer,25,Business travel,Business,414,2,5,2,3,1,2,1,1,4,4,5,3,5,1,5,4.0,neutral or dissatisfied
54912,33337,Male,Loyal Customer,41,Business travel,Business,2614,3,3,4,3,3,3,1,5,5,5,5,2,5,1,0,0.0,satisfied
103605,102479,Female,Loyal Customer,43,Personal Travel,Eco,226,2,4,2,5,4,5,5,3,3,2,5,4,3,5,2,0.0,neutral or dissatisfied
89056,126523,Male,Loyal Customer,44,Personal Travel,Eco,196,3,2,3,2,3,3,3,3,4,3,2,3,1,3,0,33.0,neutral or dissatisfied
51000,120047,Male,disloyal Customer,20,Business travel,Eco,356,2,0,2,5,1,2,1,1,4,4,5,4,5,1,0,7.0,neutral or dissatisfied
67084,129392,Male,Loyal Customer,59,Business travel,Business,414,3,3,3,3,3,4,5,5,5,5,5,3,5,5,3,0.0,satisfied
25335,63812,Female,Loyal Customer,58,Business travel,Eco Plus,1224,5,2,2,2,4,5,1,4,4,5,4,2,4,4,52,56.0,satisfied
8674,60895,Female,Loyal Customer,14,Personal Travel,Eco,420,3,2,3,3,2,3,2,2,3,2,4,3,4,2,5,0.0,neutral or dissatisfied
2413,48571,Male,Loyal Customer,9,Personal Travel,Eco,853,1,3,1,3,3,1,3,3,2,1,1,1,4,3,39,36.0,neutral or dissatisfied
53507,92308,Female,Loyal Customer,23,Business travel,Business,2486,5,5,5,5,5,5,5,4,2,5,5,5,4,5,167,167.0,satisfied
96659,1983,Male,Loyal Customer,40,Personal Travel,Eco,293,1,4,2,4,1,2,1,1,3,3,5,5,4,1,27,35.0,neutral or dissatisfied
72621,68609,Female,Loyal Customer,58,Business travel,Business,3807,1,1,1,1,5,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
64552,53747,Female,Loyal Customer,11,Personal Travel,Eco Plus,1208,3,3,3,2,2,3,1,2,2,4,3,3,3,2,0,0.0,neutral or dissatisfied
36437,27563,Female,Loyal Customer,20,Personal Travel,Eco,679,2,5,2,1,3,2,3,3,3,5,5,3,4,3,0,0.0,neutral or dissatisfied
36683,38741,Male,Loyal Customer,29,Business travel,Business,3187,1,1,5,1,5,5,5,5,2,1,5,2,3,5,0,0.0,satisfied
21381,91828,Female,Loyal Customer,34,Business travel,Business,1750,5,5,5,5,4,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
2784,57490,Female,Loyal Customer,12,Personal Travel,Business,1075,2,2,2,2,3,2,3,3,1,2,3,4,3,3,0,0.0,neutral or dissatisfied
13345,94647,Male,disloyal Customer,38,Business travel,Business,187,2,2,2,4,3,2,3,3,4,4,5,5,5,3,17,9.0,neutral or dissatisfied
51536,20365,Male,Loyal Customer,38,Personal Travel,Eco,287,4,4,4,2,4,4,4,4,4,5,5,5,5,4,11,0.0,satisfied
55252,9159,Female,disloyal Customer,32,Business travel,Eco,975,2,2,2,3,4,2,4,4,4,1,4,1,4,4,38,50.0,neutral or dissatisfied
37738,29434,Female,Loyal Customer,35,Personal Travel,Eco Plus,2149,1,4,1,3,4,1,4,4,5,2,3,5,4,4,1,0.0,neutral or dissatisfied
76582,114226,Male,Loyal Customer,36,Business travel,Business,862,2,2,2,2,3,5,5,5,5,5,5,4,5,3,21,1.0,satisfied
71729,71721,Male,Loyal Customer,25,Business travel,Business,2577,2,3,3,3,2,2,2,2,3,4,3,2,3,2,0,0.0,neutral or dissatisfied
74904,88208,Female,Loyal Customer,35,Business travel,Eco,250,3,2,3,3,3,4,3,3,1,5,4,4,4,3,23,8.0,neutral or dissatisfied
3226,5620,Female,Loyal Customer,18,Personal Travel,Eco,624,1,2,1,3,5,1,3,5,2,1,3,3,2,5,10,5.0,neutral or dissatisfied
94645,21177,Male,disloyal Customer,39,Business travel,Eco,192,4,0,4,4,1,4,1,1,1,5,4,4,4,1,0,0.0,satisfied
39268,8145,Female,Loyal Customer,57,Business travel,Business,2607,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0.0,satisfied
88365,85380,Male,Loyal Customer,57,Business travel,Business,2496,5,5,3,5,4,5,4,5,5,5,5,4,5,5,17,24.0,satisfied
101304,8412,Female,Loyal Customer,60,Business travel,Business,2149,2,2,2,2,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
64596,129369,Male,Loyal Customer,19,Business travel,Business,2565,3,3,3,3,4,5,4,4,3,5,4,3,5,4,1,0.0,satisfied
14228,43008,Female,Loyal Customer,49,Business travel,Business,1684,1,1,1,1,2,3,2,4,4,4,4,3,4,4,48,54.0,satisfied
78447,52928,Male,Loyal Customer,64,Personal Travel,Eco,679,1,4,1,3,2,1,2,2,1,3,1,5,3,2,1,0.0,neutral or dissatisfied
88307,50952,Male,Loyal Customer,24,Personal Travel,Eco,363,1,5,1,1,3,1,3,3,5,5,5,3,5,3,0,0.0,neutral or dissatisfied
8139,24442,Male,Loyal Customer,17,Business travel,Business,3389,2,2,2,2,4,4,4,4,5,2,4,3,4,4,18,7.0,satisfied
26072,117407,Male,Loyal Customer,36,Business travel,Business,1136,3,3,3,3,3,4,4,4,4,4,4,4,4,5,0,10.0,satisfied
55982,56396,Female,Loyal Customer,48,Business travel,Business,719,4,4,4,4,3,5,4,4,4,4,4,3,4,3,120,124.0,satisfied
446,3875,Female,Loyal Customer,44,Business travel,Business,3767,1,1,1,1,5,2,2,2,2,2,1,4,2,2,44,92.0,neutral or dissatisfied
54387,58418,Female,Loyal Customer,42,Business travel,Business,3460,1,1,2,1,1,1,1,1,5,2,2,1,1,1,255,244.0,neutral or dissatisfied
45634,47895,Female,Loyal Customer,41,Business travel,Business,329,0,0,0,3,3,2,5,5,5,4,4,2,5,5,0,0.0,satisfied
89588,6784,Male,Loyal Customer,56,Business travel,Business,1962,4,3,3,3,3,4,3,4,4,4,4,2,4,3,0,0.0,neutral or dissatisfied
40791,104967,Female,Loyal Customer,32,Business travel,Business,337,3,3,3,3,4,4,4,4,5,5,5,3,5,4,0,0.0,satisfied
36272,43922,Female,Loyal Customer,69,Personal Travel,Eco,255,1,3,1,3,2,3,3,1,1,1,1,2,1,3,0,0.0,neutral or dissatisfied
85383,19276,Female,Loyal Customer,59,Business travel,Business,430,1,1,4,4,1,3,3,1,1,1,1,1,1,1,0,0.0,neutral or dissatisfied
9967,2956,Female,disloyal Customer,27,Business travel,Business,835,2,2,2,2,2,2,2,2,3,4,5,5,5,2,15,11.0,neutral or dissatisfied
71553,38544,Male,Loyal Customer,52,Business travel,Business,2465,2,2,2,2,5,3,4,4,4,5,4,4,4,1,0,0.0,satisfied
65876,16022,Female,Loyal Customer,63,Personal Travel,Eco,722,3,4,3,1,4,5,3,2,2,3,2,5,2,2,0,0.0,neutral or dissatisfied
71966,72049,Female,Loyal Customer,57,Business travel,Business,2556,1,1,5,1,2,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
69293,35030,Female,disloyal Customer,28,Business travel,Business,718,4,4,4,2,1,4,1,1,4,5,4,4,4,1,0,0.0,satisfied
68695,116755,Female,Loyal Customer,7,Personal Travel,Eco Plus,337,4,5,4,4,5,4,5,5,3,5,4,4,5,5,26,19.0,neutral or dissatisfied
83125,58543,Male,Loyal Customer,58,Business travel,Business,1514,1,1,1,1,2,4,5,4,4,5,4,5,4,5,1,0.0,satisfied
76186,129200,Female,Loyal Customer,59,Business travel,Business,2442,5,5,5,5,3,3,4,5,5,5,5,4,5,5,0,1.0,satisfied
22382,77114,Male,disloyal Customer,72,Business travel,Business,1081,2,2,2,1,4,2,3,4,1,2,1,2,2,4,0,0.0,neutral or dissatisfied
82293,61953,Male,Loyal Customer,43,Business travel,Eco,552,4,4,4,4,4,4,4,4,4,1,3,1,1,4,0,0.0,satisfied
92790,42687,Male,Loyal Customer,49,Business travel,Eco,627,2,2,2,2,2,2,2,2,4,5,4,1,3,2,0,0.0,neutral or dissatisfied
64326,88999,Male,Loyal Customer,61,Personal Travel,Eco Plus,1199,2,5,2,1,2,2,2,2,3,4,1,1,2,2,4,31.0,neutral or dissatisfied
72331,65180,Female,Loyal Customer,56,Personal Travel,Eco,551,3,4,2,3,2,3,3,2,2,2,2,3,2,5,0,0.0,neutral or dissatisfied
69928,33071,Male,Loyal Customer,14,Personal Travel,Eco,163,3,5,3,1,3,3,3,3,3,5,2,4,5,3,0,0.0,neutral or dissatisfied
51955,34504,Female,Loyal Customer,35,Business travel,Business,1428,1,1,1,1,5,3,4,4,4,4,4,1,4,3,0,0.0,satisfied
4071,81624,Female,Loyal Customer,30,Business travel,Business,3807,3,3,3,3,5,5,5,5,3,4,4,5,5,5,0,0.0,satisfied
99392,74978,Male,Loyal Customer,22,Personal Travel,Eco,2475,3,3,4,1,3,4,2,3,3,3,5,3,3,3,0,0.0,neutral or dissatisfied
40094,85436,Female,Loyal Customer,60,Business travel,Eco,332,3,1,1,1,5,3,2,2,2,3,2,2,2,1,0,1.0,neutral or dissatisfied
24816,79256,Male,Loyal Customer,38,Business travel,Business,3655,2,2,2,2,2,2,3,5,5,5,5,2,5,1,0,0.0,satisfied
59841,126774,Female,Loyal Customer,30,Business travel,Eco Plus,2402,2,1,1,1,2,2,2,2,1,1,3,3,4,2,3,0.0,neutral or dissatisfied
68933,100952,Male,Loyal Customer,35,Business travel,Business,2033,5,5,5,5,2,4,5,3,3,3,3,5,3,4,0,6.0,satisfied
3295,19123,Male,Loyal Customer,58,Business travel,Eco,287,4,5,5,5,4,4,4,4,1,5,4,3,1,4,0,1.0,satisfied
35903,14397,Male,Loyal Customer,44,Personal Travel,Eco,789,1,5,1,3,1,1,1,1,4,5,5,3,5,1,43,19.0,neutral or dissatisfied
76540,27556,Male,Loyal Customer,56,Personal Travel,Eco,937,1,5,1,2,3,1,3,3,5,5,5,4,5,3,7,6.0,neutral or dissatisfied
37551,42156,Female,Loyal Customer,23,Personal Travel,Business,784,2,1,2,4,3,2,3,3,4,4,4,4,3,3,0,0.0,neutral or dissatisfied
53043,103762,Male,Loyal Customer,45,Business travel,Business,2144,1,1,1,1,5,5,4,3,3,3,3,4,3,5,28,16.0,satisfied
46355,63213,Male,disloyal Customer,32,Business travel,Business,337,3,2,2,2,5,2,5,5,4,4,4,3,5,5,12,2.0,neutral or dissatisfied
1939,17773,Male,disloyal Customer,31,Business travel,Business,1075,4,4,4,3,1,4,1,1,2,3,3,5,2,1,3,4.0,neutral or dissatisfied
53477,16526,Female,disloyal Customer,30,Business travel,Eco,209,1,2,1,2,3,1,3,3,4,3,3,4,2,3,47,59.0,neutral or dissatisfied
68580,51452,Male,Loyal Customer,45,Personal Travel,Eco Plus,86,2,5,2,4,3,2,3,3,3,2,4,4,3,3,0,0.0,neutral or dissatisfied
44653,57421,Male,Loyal Customer,56,Personal Travel,Eco,258,2,4,0,5,3,0,3,3,2,3,5,5,1,3,0,0.0,neutral or dissatisfied
72923,91686,Female,Loyal Customer,41,Business travel,Business,2806,2,5,5,5,5,4,4,2,2,3,2,4,2,3,0,0.0,neutral or dissatisfied
72133,17004,Female,Loyal Customer,68,Business travel,Eco Plus,552,5,3,3,3,4,2,3,5,5,5,5,3,5,2,5,0.0,satisfied
3777,118130,Male,Loyal Customer,52,Business travel,Business,1488,5,5,4,5,2,4,4,5,5,5,5,3,5,3,21,2.0,satisfied
89787,42237,Male,Loyal Customer,29,Business travel,Business,3756,3,3,3,3,3,5,3,3,2,4,5,4,1,3,9,3.0,satisfied
23248,72733,Male,Loyal Customer,18,Personal Travel,Eco Plus,918,2,5,2,1,4,2,4,4,4,3,2,1,1,4,71,82.0,neutral or dissatisfied
453,129469,Male,disloyal Customer,23,Business travel,Eco,1428,2,2,2,2,2,2,2,2,4,3,5,3,4,2,0,7.0,neutral or dissatisfied
7983,23137,Female,Loyal Customer,54,Business travel,Business,3637,2,4,4,4,2,4,3,1,1,1,2,3,1,2,6,0.0,neutral or dissatisfied
15992,43962,Female,Loyal Customer,39,Business travel,Business,3131,4,4,4,4,2,2,3,4,4,4,4,1,4,1,0,13.0,satisfied
97221,40541,Female,Loyal Customer,49,Business travel,Business,2429,1,1,1,1,5,5,2,5,5,5,5,5,5,3,0,0.0,satisfied
66846,69191,Female,Loyal Customer,20,Personal Travel,Eco,187,4,4,4,2,1,4,1,1,4,3,5,3,4,1,0,0.0,satisfied
91438,48249,Male,Loyal Customer,16,Personal Travel,Eco,192,4,5,4,2,4,4,4,4,3,2,5,4,5,4,49,51.0,neutral or dissatisfied
27655,105043,Male,Loyal Customer,69,Personal Travel,Eco,255,3,4,3,3,1,3,1,1,4,4,1,1,5,1,2,7.0,neutral or dissatisfied
81647,10206,Female,disloyal Customer,44,Business travel,Business,166,5,5,5,1,4,5,4,4,3,5,5,3,5,4,44,48.0,satisfied
9193,111212,Male,Loyal Customer,23,Business travel,Business,1546,4,1,3,3,4,4,4,4,1,1,3,2,3,4,119,109.0,neutral or dissatisfied
8998,95074,Female,Loyal Customer,34,Personal Travel,Eco,148,2,5,2,1,4,2,1,4,3,5,4,4,4,4,30,34.0,neutral or dissatisfied
43622,90605,Male,disloyal Customer,21,Business travel,Business,404,4,0,4,2,1,4,1,1,3,3,5,5,4,1,0,0.0,satisfied
41335,110770,Female,disloyal Customer,50,Business travel,Business,997,4,4,4,3,1,4,1,1,3,3,5,3,4,1,0,0.0,neutral or dissatisfied
86174,125029,Female,Loyal Customer,69,Personal Travel,Eco Plus,184,2,4,2,5,5,5,5,2,2,2,2,4,2,5,0,0.0,neutral or dissatisfied
55423,4416,Female,Loyal Customer,29,Business travel,Business,2987,5,5,5,5,3,3,3,3,3,3,5,5,5,3,0,0.0,satisfied
20550,80684,Male,disloyal Customer,28,Business travel,Business,874,5,5,5,5,5,5,2,5,4,5,4,5,5,5,7,5.0,satisfied
65068,105958,Male,Loyal Customer,26,Business travel,Business,2295,3,3,3,3,2,2,2,3,4,5,4,2,4,2,17,11.0,satisfied
15595,66770,Female,Loyal Customer,36,Business travel,Business,3484,3,3,3,3,4,4,4,1,1,2,1,4,1,4,3,0.0,satisfied
9046,31597,Male,Loyal Customer,54,Business travel,Business,2813,4,1,1,1,2,3,3,2,2,2,4,3,2,3,0,0.0,neutral or dissatisfied
41382,79972,Male,disloyal Customer,26,Business travel,Eco,635,3,2,3,3,4,3,4,4,4,2,3,1,3,4,19,11.0,neutral or dissatisfied
92405,88148,Female,Loyal Customer,45,Business travel,Business,594,3,1,1,1,3,3,4,3,3,3,3,4,3,1,0,6.0,neutral or dissatisfied
63169,51798,Male,Loyal Customer,16,Personal Travel,Eco,237,1,5,0,5,4,0,4,4,3,3,5,4,5,4,0,0.0,neutral or dissatisfied
74366,115815,Male,disloyal Customer,27,Business travel,Eco,337,3,4,3,3,5,3,5,5,2,4,4,2,4,5,10,5.0,neutral or dissatisfied
97683,93274,Male,Loyal Customer,28,Business travel,Business,867,1,2,2,2,1,1,1,1,4,3,4,3,4,1,0,0.0,neutral or dissatisfied
89867,98125,Male,Loyal Customer,46,Personal Travel,Eco,472,1,0,1,2,2,1,2,2,4,3,5,3,4,2,0,18.0,neutral or dissatisfied
25049,45612,Male,Loyal Customer,47,Business travel,Business,1996,3,3,3,3,4,2,1,5,5,5,5,2,5,5,0,0.0,satisfied
82573,34191,Male,Loyal Customer,68,Personal Travel,Eco,1046,3,5,2,3,1,2,1,1,4,2,4,5,4,1,8,0.0,neutral or dissatisfied
